"Time (s)"	"2 "
-0.399540	8.267552
-0.399540	9.233610
-0.398810	9.233610
-0.398810	7.034019
-0.396330	7.034019
-0.396330	4.226472
-0.396100	4.226472
-0.396100	7.207514
-0.395980	7.207514
-0.395980	5.379111
-0.395710	5.379111
-0.395710	5.189103
-0.395030	5.189103
-0.395030	7.343646
-0.395000	7.343646
-0.395000	9.892751
-0.394400	9.892751
-0.394400	8.271925
-0.392820	8.271925
-0.392820	5.420024
-0.392750	5.420024
-0.392750	6.667220
-0.392030	6.667220
-0.392030	6.609848
-0.390470	6.609848
-0.390470	7.731967
-0.390410	7.731967
-0.390410	9.611548
-0.389590	9.611548
-0.389590	8.795560
-0.389320	8.795560
-0.389320	10.056355
-0.388070	10.056355
-0.388070	10.967325
-0.387890	10.967325
-0.387890	10.683804
-0.387780	10.683804
-0.387780	9.649525
-0.387770	9.649525
-0.387770	12.310934
-0.387040	12.310934
-0.387040	13.175802
-0.385990	13.175802
-0.385990	13.002139
-0.385730	13.002139
-0.385730	13.201987
-0.385350	13.201987
-0.385350	9.983665
-0.385170	9.983665
-0.385170	12.681025
-0.383690	12.681025
-0.383690	11.131645
-0.382900	11.131645
-0.382900	11.764849
-0.381140	11.764849
-0.381140	8.815031
-0.380130	8.815031
-0.380130	11.051681
-0.379380	11.051681
-0.379380	10.557156
-0.377510	10.557156
-0.377510	11.376382
-0.375340	11.376382
-0.375340	14.263319
-0.374740	14.263319
-0.374740	12.428704
-0.374570	12.428704
-0.374570	12.894776
-0.374490	12.894776
-0.374490	14.056738
-0.374400	14.056738
-0.374400	14.139916
-0.372670	14.139916
-0.372670	13.145091
-0.372620	13.145091
-0.372620	11.625177
-0.371710	11.625177
-0.371710	14.481095
-0.370930	14.481095
-0.370930	13.076961
-0.370070	13.076961
-0.370070	13.941828
-0.369610	13.941828
-0.369610	13.664688
-0.367050	13.664688
-0.367050	17.742814
-0.365330	17.742814
-0.365330	21.401320
-0.365220	21.401320
-0.365220	20.952376
-0.364760	20.952376
-0.364760	22.132155
-0.364130	22.132155
-0.364130	25.748144
-0.359670	25.748144
-0.359670	27.109865
-0.359250	27.109865
-0.359250	28.175023
-0.358750	28.175023
-0.358750	30.049459
-0.358520	30.049459
-0.358520	28.171683
-0.358450	28.171683
-0.358450	27.828061
-0.357620	27.828061
-0.357620	30.330567
-0.357450	30.330567
-0.357450	30.111305
-0.357090	30.111305
-0.357090	33.601542
-0.356710	33.601542
-0.356710	31.874212
-0.356090	31.874212
-0.356090	30.037528
-0.353790	30.037528
-0.353790	30.458073
-0.353330	30.458073
-0.353330	29.841630
-0.352260	29.841630
-0.352260	30.579030
-0.351130	30.579030
-0.351130	28.178301
-0.349830	28.178301
-0.349830	26.755375
-0.348510	26.755375
-0.348510	26.608002
-0.347530	26.608002
-0.347530	26.750878
-0.346510	26.750878
-0.346510	28.321004
-0.346250	28.321004
-0.346250	27.614889
-0.345200	27.614889
-0.345200	28.866613
-0.345050	28.866613
-0.345050	27.641314
-0.344080	27.641314
-0.344080	27.895278
-0.343580	27.895278
-0.343580	27.214979
-0.343170	27.214979
-0.343170	30.501442
-0.342910	30.501442
-0.342910	32.213930
-0.342150	32.213930
-0.342150	30.946727
-0.342050	30.946727
-0.342050	29.310475
-0.341350	29.310475
-0.341350	28.095108
-0.341070	28.095108
-0.341070	27.388993
-0.340650	27.388993
-0.340650	30.858529
-0.339350	30.858529
-0.339350	31.551551
-0.338070	31.551551
-0.338070	28.965816
-0.337000	28.965816
-0.337000	32.525585
-0.335520	32.525585
-0.335520	34.394880
-0.335210	34.394880
-0.335210	34.759179
-0.333770	34.759179
-0.333770	32.934926
-0.333180	32.934926
-0.333180	30.880483
-0.331530	30.880483
-0.331530	30.710097
-0.331230	30.710097
-0.331230	32.353347
-0.329850	32.353347
-0.329850	29.785424
-0.329640	29.785424
-0.329640	31.695989
-0.329610	31.695989
-0.329610	31.877951
-0.328890	31.877951
-0.328890	31.067520
-0.327780	31.067520
-0.327780	30.749093
-0.326110	30.749093
-0.326110	29.788812
-0.325180	29.788812
-0.325180	30.558765
-0.324510	30.558765
-0.324510	32.834175
-0.323190	32.834175
-0.323190	29.969108
-0.323000	29.969108
-0.323000	30.952249
-0.322520	30.952249
-0.322520	32.930599
-0.321970	32.930599
-0.321970	30.243403
-0.321470	30.243403
-0.321470	29.822065
-0.321450	29.822065
-0.321450	27.503353
-0.321370	27.503353
-0.321370	28.551124
-0.320330	28.551124
-0.320330	28.179347
-0.319020	28.179347
-0.319020	27.416486
-0.318500	27.416486
-0.318500	24.811447
-0.317230	24.811447
-0.317230	23.709785
-0.316520	23.709785
-0.316520	24.952456
-0.315900	24.952456
-0.315900	25.617463
-0.315890	25.617463
-0.315890	27.329951
-0.315150	27.329951
-0.315150	29.022558
-0.314980	29.022558
-0.314980	29.643894
-0.314720	29.643894
-0.314720	30.859509
-0.314080	30.859509
-0.314080	32.837859
-0.313720	32.837859
-0.313720	32.917552
-0.313440	32.917552
-0.313440	32.948754
-0.312810	32.948754
-0.312810	31.183153
-0.312790	31.183153
-0.312790	31.961281
-0.311530	31.961281
-0.311530	30.851925
-0.310350	30.851925
-0.310350	31.638243
-0.309970	31.638243
-0.309970	30.093380
-0.309630	30.093380
-0.309630	28.342608
-0.308130	28.342608
-0.308130	28.979775
-0.307760	28.979775
-0.307760	31.188912
-0.307700	31.188912
-0.307700	29.554859
-0.305870	29.554859
-0.305870	26.600803
-0.305830	26.600803
-0.305830	27.112882
-0.305150	27.112882
-0.305150	29.974990
-0.304260	29.974990
-0.304260	28.494000
-0.304110	28.494000
-0.304110	28.185063
-0.304040	28.185063
-0.304040	25.233832
-0.303650	25.233832
-0.303650	24.217911
-0.302510	24.217911
-0.302510	23.090665
-0.301850	23.090665
-0.301850	21.769970
-0.300640	21.769970
-0.300640	19.977004
-0.299780	19.977004
-0.299780	22.104463
-0.299540	22.104463
-0.299540	20.257456
-0.299410	20.257456
-0.299410	19.474933
-0.299350	19.474933
-0.299350	17.520512
-0.298540	17.520512
-0.298540	16.969009
-0.297740	16.969009
-0.297740	15.588509
-0.297320	15.588509
-0.297320	14.972066
-0.297260	14.972066
-0.297260	16.343068
-0.295520	16.343068
-0.295520	14.271303
-0.295230	14.271303
-0.295230	13.335129
-0.295200	13.335129
-0.295200	11.378715
-0.294920	11.378715
-0.294920	11.917856
-0.293230	11.917856
-0.293230	12.888179
-0.292010	12.888179
-0.292010	14.783228
-0.291870	14.783228
-0.291870	13.166823
-0.291720	13.166823
-0.291720	13.019450
-0.290620	13.019450
-0.290620	16.663749
-0.290560	16.663749
-0.290560	17.393048
-0.290340	17.393048
